IE_XML_ID;IE_NAME;IE_ID;IE_ACTIVE;IE_ACTIVE_FROM;IE_ACTIVE_TO;IE_PREVIEW_PICTURE;IE_PREVIEW_TEXT;IE_PREVIEW_TEXT_TYPE;IE_DETAIL_PICTURE;IE_DETAIL_TEXT;IE_DETAIL_TEXT_TYPE;IE_CODE;IE_SORT;IE_TAGS;IP_PROP114;IC_GROUP0;IC_GROUP1;IC_GROUP2
16564;Из чего состоит средиземноморская диета?;15165;Y;;;;"- овощи (морковь, салат, шпинат, брокколи, капуста, помидоры, баклажаны, перец, кабачки, цукини, лук); 

 - фрукты (яблоки, груши, абрикосы, персики, виноград, цитрусовые, инжир, дыни, арбузы); 

 - ягоды (малина, вишня, черешня, смородина); 

 - цельнозерновой хлеб и макаронные изделия, рис, кукуруза; 

 - бобовые (горох, фасоль, чечевица, бобы); 

 - жирные сорта рыбы (лосось, тунец, форель, скумбрия, сардины); 

 - птица (курица, индейка); 

 - молочные продукты (йогурт, сыры); 

 - орехи (фисташки, миндаль, грецкие орехи, арахис); 

 - травы и специи (базилик, тимьян, розмарин, чеснок, орегано, мята, корица, перец); 

 - оливковое масло холодного отжима; 

 - красное вино; ";text;;;text;;500;;;;;
16565;Как адаптировать средиземноморскую диету к российским условиям?;15166;Y;;;;Из фруктов и ягод – доступны яблоки, апельсины и другие цитрусовые, бананы, груши, клюква. Из овощей – капуста, морковь, свекла, тыква, репа, различные замороженные овощи. Да и рыба глубокой заморозки сохраняет свои основные питательные свойства. Кроме того, в любое время года можно приобрести слабосоленую сельдь, форель, лосось, а также консервированных в собственном соку тунца. Скумбрию, сайру, сельдь, горбушу.  ;text;;;text;;500;;;;;
16566;Что такое «Скандинавская (норвежская) диета»? ;15167;Y;;;;"Ее главная идея – это построение здорового рациона питания с использованием продуктов, традиционных для Скандинавских стран. Основной принцип – употребление продуктов преимущественно растительного происхождения, диких ягод, дичи и рыбы из местных море и озер.  

Основу норвежской диеты составляют: 

Ягоды, в идеале дикорастущие. Они являются источником витаминов, минералов, пищевых волокон, содержат значительное количество полифенолов. 

Капуста, корнеплоды, бобовые. Капуста богата витамином К, антиоксидантами, пищевыми волокнами, фолиевой кислотой и каротиноидами. Корнеплоды являются источниками пищевых волокон, витаминов (А, группы В,С) и минералов (в свекле содержатся кальций, железо). Бобовые богаты растительным белком, фитоэстрогенами. Все они при достаточном количестве в рационе способны оказывать благоприятное воздействие на организм человека. 

Свежие травы 9укроп, петрушка, зеленый лук) богаты витаминами и минералами. 

Картофель является важным источником пищевых волокон, витаминов В6 и С, фолата, железа, калия и магния. Исключаются картофельные чипсы, картофель фри и т.д. 

Цельнозерновые крупы имеют невысокий гликемический индекс, содержат антиоксиданты и витамины. Потребление цельнозерновых продуктов ассоциировано со снижением риска ожирения, сахарного диабета 2-го типа, сердечно-сосудистых и онкологических заболеваний. 

Орехи. Их благоприятное воздействие, вероятно, связано с большим количеством белка, пищевых волокон, витаминов, минералов. Они обладают прекрасными вкусовыми качествами, могут использоваться в качестве альтернативы сладостям, а также могут добавляться в салаты, мюсли, фруктовые десерты. 

Рыба и морепродукты. Жирная рыба северных морей – прекрасный источник белка, омега-3-полиненасыщенных жирных кислот, витаминов В12, и D, селена и йода. Разные виды рыбы содержат разное количество витаминов, минералов и жирных кислот. Для того чтобы получить максимальную пользу для здоровья, следует чередовать потребление жирных и постных видов. 

Морские водоросли содержат большое количество минералов, белков, пищевых волокон, витаминов (А, группы В, С, Е), незаменимых жирных кислот и ряд биологически активных соединений, которые могут быть полезны при сердечно-сосудистых заболеваниях, а также могут оказывать противовирусное и противоопухолевое действие. Состав морских водорослей сильно различается в зависимости от вида и региона. 

Овощи и фрукты 

Мясо домашних животных (в том числе свинина и птица) и дичь (оленина, сохатина). Мясо дичи содержит гораздо меньше жира по сравнению с мясом домашних птицы и животных. 

Растительные масла.  

 ";text;;;text;;500;;;;;
16567;Скандинавскую диету сложно соблюдать? ;15168;Y;;;;"Нет. Это диета северных широт. Дичь можно заменить белым мясом курицы или индейки, реже отварной нежирной говядиной. Ягод в России много – черника, облепиха, малина, клюква, брусника. Доступны корнеплоды – свекла, морковь, белые коренья и репа, лук и чеснок. Каши из цельнозерновых круп (овсяная, перловая, гречневая и др.) часто употребляются в нашей стране, как и ржаной хлеб.  

 ";text;;;text;;500;;;;;
16568;Что такое высокожировое низкоуглеводное питание?;15169;Y;;;;"Питание, основанное на умеренном потреблении белковой пищи, ограничении углеводов (но не исключении) и увеличении доли жиров. Последователи такого типа питания исключают из своего рациона продукты, содержащие манку, кускус, сахар, муку высшего сорта и ограничивают нерафинированные крупы, бобовые, крахмалистые овощи, а также фрукты.  

Питание обрело свою популярность как эффективный метод снижения веса. Кроме того, направление может использоваться как метод коррекции углеводного обмена и при некоторых неврологических заболеваниях, таких как болезнь Альцгеймера, а также для улучшения физической формы.  ";text;;;text;;500;;;;;
16569;Можно ли похудеть употребляя жиры? ;15170;Y;;;;"Особенность программы высокожирового низкоуглеводного питания в том, что она не имеет чётких стандартов распределения белков, жиров и углеводов в рационе. Поэтому данная программа легко адаптируется под индивидуальный рацион, но эффективно только в краткосрочной перспективе (до полугода).  

Продукты, которые нужно ограничить: сахар и продукты его содержащие; крупы, в особенности рафинированные; бобовые; крахмалистые овощи (картофель); высокоуглеводные фрукты (бананы, виноград, инжир и др). 

Увеличение жиров, тоже имеет свои особенности. Категорически неприемлемо добавлять в питание трансжиры. В первую очередь в рационе желательно использовать полезные жиры, которые благотворно влияют на организм, в особенности сердечно-сосудистую систему, а также головной мозг.  

Источники полезных жиров: жирная морская рыба; нерафинированный растительные масла, в особенности оливковое, льняное, рыжиковое, конопляное; семена и орехи; авокадо.  

Дополнительные источники жиров: яйца; молочные продукты с высоким содержанием жиров, сливочное масло, а также сыры; кокос и кокосовое масло; жиры в составе мяса. ";text;;;text;;500;;;;;
16570;Ограничения при высокожировом низкоуглеводном питании? ;15171;Y;;;;Ограничения - это индивидуальная суточная калорийность питания. Если ваша суточная потребность, к примеру, составляет 1800 ккал, то Ее превышение за счёт употребления даже самых полезных жиров не приведёт к снижению веса, а наоборот, поспособствует его увеличению.  ;text;;;text;;500;;;;;
16571;КЕТО (кетогенная) диета, что говорит медицина?;15172;Y;;;;"Кетогенная, или низкоуглеводная диета, диета основана на повышенном содержании в рационе жиров, умеренном – белков и ограничении или полном исключении углеводов. При уменьшении количества потребляемых углеводов запасы гликогена постепенно истощаются, и организм начинает использовать жиры в качестве основного источника энергии. Печень преобразует жир в жирные кислоты и кетоновые тела, которые поступают в мозг и используются как источник энергии вместо глюкозы. Учитывая, что при кетогенной диете жестко ограничиваются углеводы, эту диету пытаются использовать для пациентов с сахарным диабетом 2-го типа, метаболическим синдромом, ожирением, однако при этом меняют соотношение жиров и белков (в классической кетогенной диете 4:1) на преобладание белков в рационе. Облегченная версия кетогенной диеты широко известна как диета Аткинса. Спортсмены, занимающиеся циклическими видами спорта, требующими выносливости (марафон, велогонки), нередко прибегают к кетогенной диете для повышения работоспособности. 

При соблюдении КЕТО диеты переходит переход организма в КЕТО-метаболическое состояние, при котором в качестве источника энергии используются жиры, а не углеводы. В результате этого организм эффективно использует собственные жировые запасы.  

Казалось бы – чем не идеальная диета? На самом деле кетогенная диета, как и любая другая, основанная на ограничениях большой группы продуктов (в данном случае углеводов), далеко не идеальна и не может быть рекомендована для широкого использования в долгосрочной перспективе. ";text;;;text;;500;;;;;
16572;Какие ограничения и противопоказан есть у КЕТО диеты?;15173;Y;;;;"К ним относятся наследственные болезни обмена жирных кислот, выраженная дислипидемия (значительное повышение общего холестерина, "" плохого холестерина"", а также триглицеридов, мочекаменный болезнь, панкреатит, печеночная недостаточность и некоторые другие.  ";text;;;text;;500;;;;;
16573;Рацион при КЕТО-диете?;15174;Y;;;;"При составлении КЕТО-диеты необходимо исключить: сладкие продукты; крупы и бобовые; крахмалистые и сладкие овощи (картофель, морковь, свекла, тыква и др); фрукты (все фрукты, кроме небольших порций ягод или цитрусовых); бобовые ( горох, фасоль, чечевица, нут и тд.); продукты содержащие трансжиры.  

Ограничения не касаются белковых продуктов. Допускаются любые продукты животного происхождения. Также разрешены любые овощи.  ";text;;;text;;500;;;;;
16574;Вегетарианство и веганство, что это? ;15175;Y;;;;"Вегетарианство -тип питания, основанный на продуктах растительного происхождения и исключающий из рациона пищу животного происхождения: мясо, птицу, рыбу, морепродукты. Что касается молочных продуктов и яиц, здесь есть свои нюансы. Решение включать или не включать их в рацион зависит от типа выбранной программы питания. Лактовегетарианство- использование в питании растительной пищи и молочных продуктов. Ововегетарианство -использовании в питании продуктов растительного происхождения и яиц. Оволактовегетарианство - использование в питании продуктов растительного происхождения, молочных продуктов, а также яиц.  

Веганство - тип питания, в основе которого лежит использование продуктов исключительно растительного происхождения. Строгое веганство исключает мёд, желатин, хитозан, а также другие продукты животного происхождения. Причём не только в продуктах питания, но и в косметике.  ";text;;;text;;500;;;;;
16575;Рацион при вегетарианской или веганской диете?  ;15176;Y;;;;Рацион вегетарианца или вешана основывается на большом разнообразии натуральных продуктов растительного происхождения. Особенно хочется акцентировать внимание на пользе добавления в вегетарианский рацион пророщенные продуктов и микроводорослей. Несбалансированный, однообразный рацион может привести к дефициту витамина Д, витаминов группы В, железа, кальция, цинка, а также других микроэлементов и витаминов в организме.  ;text;;;text;;500;;;;;
16576;Полезен ли чай для здоровья? ;15177;Y;;;;Чай полезен при употреблении в умеренном количестве. В чайном настое содержатся 3 вида алкалоидов: кофеин. Теобромин и теофиллин. Кофеин находится в чае в комплексе с другими веществами. Он оказывает на организм гораздо более мягкое воздействие, нежели чистый кофеин, при этом хорошо тонизирует, увеличивает двигательную активность, умственную и физическую работоспособность, снижает усталость, сонливость, благотворно влияет на сосуды. Воздействие чая на сосудистую систему основано главным образом на эффектах действия содержащегося в чае витамина Р, который способствует укреплению стенок сосудов и повышению их эластичности. Китайские исследования показали, что при регулярном употреблении чая улун снижается уровень «плохого» холестерина и активность тромбообразования. Препятствует образованию тромбов и черный чай, вернее, входящее в его состав вещество кверцетин. В этой связи потребление значительного количества черного чая может потенцировать действие антикоагулянтов у пациентов, которые их принимают. Кофеин и теобромин, содержащиеся в чае, оказывают легкий мочегонный эффект. Важно знать, что слишком крепкий чай, как черный. Так и зеленый, может повысить артериальное давление и частоту сердечных сокращений, особенно если пить его с сахаром. ;text;;;text;;500;;;;;
16577;Имеет ли какао полезные свойства?;15178;Y;;;;"Какао – очень интересный продукт. Ключевым биологически активным ингредиентом какао и шоколада является теобромин – ближайший родственник кофеина. Его основное действие – расслабление гладкой мускулатуры. В медицине теобромин в настоящее время не используется, но до появления современных лекарственных средств он применялся для расширения бронхов, снижения периферического сосудистого сопротивления и давления в малом круге кровообращения. В какао также, как и в чае, содержится большое количество биофлавоноидов, обладающих антиоксидантными свойствами. К потенциальным механизмам, посредством которых какао, шоколад и содержащиеся в них флавоноиды оказывают положительное влияние на сердечно-сосудистую систему, относят повышение выработки оксида азота, расширяющего сосуды, улучшение функции эндотелия (внутренней выстилки сосудов), снижение уровня артериального давления и «плохого» холестерина. 

Необходимо отметить, что во время процесса производства шоколада из свежих семян какао концентрация флавоноидов заметно снижается (в частности, во время ферментации и обжарки). Молочный шоколад имеет самое низкое содержание флавоноидов по сравнению с какао-порошком и темным шоколадом. Если вы хотите добавить шоколад в свой рацион, выбирайте продукт с максимальным содержанием какао и употребляйте его в меру. Учтите, что потребление большого количества шоколада может способствовать увеличению веса и развитию сахарного диабета 2-го типа.  

Само какао, в отличии от шоколада, содержит мало сахара и жира и при этом полезно для здоровья. Если вам нравится шоколадный вкус, добавляйте какао в молоко с низким содержанием жира во время завтрака. ";text;;;text;;500;;;;;
16578;Правда ли что прием пищи после 18.00 способствует набору веса?;15179;Y;;;;Доказано, что люди, потребляющие наибольшее количество калорий на ужин, гораздо чаще страдают ожирением. Среди возможных механизмов – снижение чувствительности тканей к инсулину в конце дня и изменение его синтеза в течение суток. Для снижения риска развития ожирения последний прием пищи рекомендуется не позже чем за 2-3 часа до сна. Основную долю калорий стоит потреблять с утра и в обед, а вечером ограничиться легким ужином. ;text;;;text;;500;;;;;
16579;Как преодолеть сложившиеся пищевые привычки? ;15180;Y;;;;"Изменить сложившиеся пищевые привычки не просто. Подспорьем может стать ведение дневника питания. Он позволяет проанализировать, как вы питаетесь: когда, что и сколько едите. Понимание и осознание помогают выработать правильную стратегию. Очень важно не «бороться», страдать, «превозмогать» пищевые стереотипы, поскольку рано или поздно последует срыв, а выработать оптимальный персональный рацион, основанный на принципах здорового питания, и начать ему следовать. 

Пищевые привычки могут быть как положительными, например привычка завтракать по утрам, так и отрицательными, например привычка есть стоя или есть, когда нет чувства голода. Хотя многие привычки формируются с детства, это не означает, что их невозможно или поздно менять в зрелом возрасте. Внезапные радикальные изменения могут дать временный положительный эффект, однако для продолжительного результата необходим вдумчивый подход. Анализ дневника питания позволяет выявить триггеры, способствующие перееданию, определить дальнейший план действий. Постепенно вредные привычки можно заместить здоровыми и закрепить полученный результат. Для формирования новых привычек может понадобиться время, будьте терпеливы. Не забывайте радость себя при достижении поставленных целей. ";text;;;text;;500;;;;;
16580;Какова оптимальная продолжительность сна для сохранения здоровья сердца и сосудов? ;15181;Y;;;;Оптимальная продолжительность ночного сна для большинства – это 6-9 часов. Именно такая длительность ночного сна отмечается у людей без сердечно-сосудистых заболеваний. Как слишком короткая (менее 6 часов за ночь) продолжительность ночного сна, так и слишком длительный сон (более 9 часов за ночь) ассоциированы с увеличением риска инфаркта (на 20 и 34%, соответственно). Кроме того, учеными доказано, что при недостаточном количестве ночного сна увеличивается риск развития сахарного диабета 2-го типа, ожирения, депрессии и других заболеваний. ;text;;;text;;500;;;;;
16581;Что делать, чтобы засыпать быстро, спать глубоко и спокойно?  ;15182;Y;;;;"Разграничивайте время работы и отдыха. Важно вовремя осознать, что трудоголизм и выгорание небезопасны. Заботьтесь о себе и своем здоровье. 

- Не сидите в интернете и социальных сетях перед сном, заканчивайте проверять электронную почту хотя бы за 30 минут до отхода ко сну. 

 - Не читайте и не работайте в кровати. Выключайте телевизор перед тем, как заснуть. 

 - Не заставляйте себя засыпать при бессоннице. Вместо этого включите свет, встаньте с кровати, займитесь какой-либо монотонной деятельностью и вернитесь в кровать только тогда, когда почувствуете сонливость. 

 - Не фокусируйтесь на часах, если не спится. Это лишь усилит тревогу и приведет к еще большей бессоннице. 

 - Избегайте длительного дневного сна. Спать днем можно, но недолго – 30-60 минут, причем только до 14.00-15.00. 

 - Во второй половине дня не стоит пить кофеиносодержащие напитки, лучше отдать предпочтение травяным чаям, мате, ройбушу, цикорию. 

 - Прием алкоголя помогает более легкому засыпанию, но он может вызывать ночные пробуждения. 

 - Проследите, чтобы дневная физическая активность составляла не менее получаса. Это может быть быстрая ходьба, фитнес, танцы. Получасовая вечерняя прогулка помогает заснуть многим людям. 

 - Избегайте интенсивной физической активности за 3 часа до сна. Это не касается занятий йогой. 

 - Старайтесь спать в полной тишине и темное. Последняя необходима для выработки гормона сна мелатонина, который регулирует гормональный баланс. 

 - Оптимальная температура в спальне – это +18 С. 

 - Подушка и матрац должны быть удобными и комфортными. 

 - Спите ровно столько, сколько нужно. Чтобы чувствовать себя отдохнувшим в течение следующего дня (7-8 часов). Вставайте сразу, как проснулись. 

 - Постарайтесь ложиться и вставать в одно и то же время каждый день. Это помогает настроить внутренние биологические часы. ";text;;;text;;500;;;;;
16582;Как правильно питаться при стрессе?;15183;Y;;;;"Стресс – это естественная приспособительная реакция человека, мобилизующая все его ресурсы для оптимальной деятельности в сложных обстоятельствах. Однако частое пребывание в стрессовых ситуациях, нахождение в состоянии хронического стресса могут приводить к нарушениям адаптации, результатом которых становятся трудности в повседневной жизни, изменения поведения, развитие или обострение большого числа заболеваний, в том числе сердечно-сосудистых. 

В этот период очень важно использовать различные методики борьбы со стрессом, увеличить физическую активность, обеспечить достаточную продолжительность ночного сна, питаться сбалансированно и стараться «не заедать» стресс. 

Не ешьте машинально. Пред приемом пищи спросите себя: действительно ли вы голодны? Если нет, попробуйте отвлечься на другое занятие. Не пропускайте основные приемы пищи, особенно завтрак. Берите с собой полезные перекусы перед выходом из дома (фрукты, овощи, орехи). Соблюдайте принципы здорового сбалансированного питания, включайте в свой рацион продукты из всех основных пищевых групп. Особенно сложные углеводы (цельнозерновые продукты), фрукты и овощи. На помощь часто приходит ведение дневника питания, который поможет в поиске взаимосвязей между настроением и потреблением пищи.  

В период стресса сделайте акцент на потреблении цельнозерновых продуктов – они содержат большое количество витаминов группы В, которые очень нужны организму в этот сложный период. Полезно увеличить и потребление белковых продуктов – творога, яиц, рыбы, птицы, бобовых.";text;;;text;;500;;;;;
16583;Есть ли продукты, которые улучшают настроение? ;15184;Y;;;;Существуют продукты, которые называют природными антидепрессантами: это бананы, апельсины, мандарины, темный шоколад, сыры, лосось и другие жирные рыбы, морская капуста, орехи, куркума, базилик, мелисса, пустырник, зверобой. ;text;;;text;;500;;;;;
16584;Что не стоит есть во время стресса? ;15185;Y;;;;Не надо пытаться улучшить настроение с помощью сладостей и сырокопченой колбасы. Напротив, потребление жирной пищи, соленых продуктов и продуктов, содержащих быстрые углеводы (различные сладости, кроме темного шоколада), нужно ограничить. Лучше воздержаться от большого количества кофе и темного чая. Не рекомендуется – и более того, опасно – снимать стресс с помощью алкоголя. ;text;;;text;;500;;;;;
16585;Почему при следовании строгим диетам могут возникнуть расстройства пищевого поведения? ;15186;Y;;;;"Пищевое поведение человека определяют семейные традиции, индивидуальные установки, пищевые привычки, текущее психологическое состояние, влияние среды проживания, модные в обществе тенденции. Тиражирование худых моделей как идеалов красоты порождает недовольство своим телом, отрицательно влияет на самооценку многих людей и увеличивает вероятность следования строгим диетам. 

Соблюдение строгих диет не только небезопасно ля организма, но и способно привести к расстройствам пищевого поведения, крайним проявлением которых является нервная анорексия, нервная булимия и др. 

Строгие диеты, как правило, сопровождаются чувством голода. А оно приводит к колебаниям настроения, беспокойству, нарушению процессов мышления. Голод и потеря веса способны изменить работу мозга у предрасположенных людей, что может способствовать углублению расстройств и затруднить возвращение к нормальным пищевым привычкам. Стремление к идеальности, тревога и чувство вины при неспособности идти по разработанному, трудно реализуемому плану, поиск причин несовершенства собственной внешности, отсутствие поддержки со стороны близких могут привести к анорексии. ";text;;;text;;500;;;;;
16586;Что такое «нервная анорексия»? ;15187;Y;;;;"Это расстройство приема пищи в виде преднамеренного отказа пациента от еды с целью похудения при объективной потребности организма в питании. Заболевание приводит к выраженной потере веса, белково-энергетической недостаточности и при отсутствии адекватного лечения – к смерти. 

У некоторых пациентов с анорексией могут отмечаться эпизоды булимии.  ";text;;;text;;500;;;;;
16587;Что такое «нервная булимия»? ;15188;Y;;;;Это расстройство приема пищи, для которого характерны повторные приступы переедания на фоне чрезмерной озабоченности контролем своей массы тела, сопровождающиеся крайними мерами, призванными уменьшить влияние съеденного на массу тела (например, провоцирование рвоты, диареи и пр.) ;text;;;text;;500;;;;;
16588;Чем опасны расстройтва пищевого поведения? ;15189;Y;;;;Расстройства пищевого поведения вызывают различные осложнения, некоторые из которых опасны для жизни. Чем тяжелее или длительнее нервная анорексия, тем выше вероятность возникновения серьезных осложнений, таких как депрессия, суицидальные мысли или попытки, проблемы с ростом и развитием организма, дистрофия, кахексия и, наконец, летальный исход. ;text;;;text;;500;;;;;
16589; Есть ли польза от голодания? ;15190;Y;;;;Лечение голоданием относится к альтернативной медицине. Мода на него периодически возвращается. Данные о его пользе и вреде весьма противоречивы. Экспериментальные исследования на лабораторных животных свидетельствуют, что временные ограничения калорийности рациона могут способствовать долголетию. Однако лечебное голодание нуждается в дальнейшем изучении.  ;text;;;text;;500;;;;;
16590;Как ограничить рацион без риска для здоровья? Что такое «псевдоголодание»? ;15191;Y;;;;В последнее время появились сообщения, посвященные «псевдоголоданию» или «диете, имитирующей голодание», которая предусматривает кратковременное существенное ограничение калорийности рациона. Научные изыскания по этому поводу основывались в том числе и на историческом опыте: во все времена и у всех народов широко практиковались периоды поста, когда калорийность питания значительно ограничивалась. Это практика. Известная с незапамятных времен, доказывает, что временное жесткое ограничение калорийности питания безопасно, если применяется правильно. Авторы этого подхода считают, что диета для «псевдоголодания» оказывает такой же эффект, как полное голодание, но при этом она достаточно разнообразна и поэтому лучше переносится.  ;text;;;text;;500;;;;;
16591;В чем состоит «псевдоголодание»? ;15192;Y;;;;«Псевдоголодание» - временное (до 5 дней) ограничение калорийности питания. В течение недели рекомендуют придерживаться полноценной диеты с содержанием белка 0,8 г на 1 кг веса. При этом калорийность рациона в первый день составляет 1000 ккал, половина за счет сложных углеводов и половина за счет жиров (оливковое масло и орехи). К этому добавляются 25 г белка из растительных источников (бобовые), а также мультивитаминные и минеральные добавки, добавки омега-3 и омега-6, вода без ограничений. Со 2-го по 5-1 день количество килокалорий снижается до 800. В течение суток «псевдоголодания» рекомендуется питаться сложными углеводами с минимум животного белка. ;text;;;text;;500;;;;;
16592;"Что дает ""псевдоголодание""";15193;Y;;;;По некоторым данным, «псевдоголодание» может служить средством профилактики сердечно-сосудистых заболеваний, а возможно, даже увеличивать продолжительность жизни. ;text;;;text;;500;;;;;
16593;Правда ли, что если хочешь быть здоровым, надо полностью перейти на растительное питание? ;15194;Y;;;;"Нет неправда. Несмотря на большую популярность растительного питания, нет убедительных данных о том, что вегетарианцы живут дольше и реже страдают различными заболеваниями.  

Ограничение употребления продуктов животного происхождения скорее относится к традициям и мировоззрению, нежели к вопросам диетологии. Выделяют несколько вариантов вегетарианского питания с частичным или полным ограничением животного белка. Правильно сбалансированный вегетарианский рацион может оказывать положительный эффект на состояние здоровья, способствуя, например, снижению веса и артериального давления. 

С другой стороны, отказ от животного белка может осложниться развитием дефицита витамина В12, увеличением содержания в крови гомоцистеина, который ассоциируется с высоким риском сердечно-сосудистых осложнений и гормональными нарушениями. ";text;;;text;;500;;;;;
16594;Действительно ли физические нагрузки полезны? ;15195;Y;;;;Положительное влияние регулярных физических нагрузок на организм человека доказано многочисленными исследованиями, приведенными как у здоровых людей, так и у пациентов с различными заболеваниями. ;text;;;text;;500;;;;;
16595;Каковы механизмы положительных эффектов физических тренировок?;15196;Y;;;;"При физических нагрузках повышается физическая тренированность, корректируются показатели факторов риска сердечно-сосудистых заболеваний (уровень артериального давления, липидный состав и уровень глюкозы в крови, масса тела) снижается интенсивность процессов воспаления и тромбообразования, улучшается чувствительность тканей к инсулину и функция эндотелия. Кроме того, улучшается психологическое состояние и когнитивные функции. Конечным результатом является улучшение прогноза пациентов и качества их жизни.  

Физическая активность необходима больным с ишемической болезнью сердца, в том числе после перенесенного инфаркта миокарда и вмешательств на сердце и сосудах, пациентам с сердечной недостаточностью, легкой гипертензией, после трансплантации сердца и др.  ";text;;;text;;500;;;;;
16596;Насколько безопасны физические нагрузки? ;15197;Y;;;;"Определяющими в данном вопросе являются состояние здоровья человека, интенсивность и длительность выполняемых им физических нагрузок и вид активности.  

Мышечно-скелетные повреждения чаще всего встречаются при интенсивных физических нагрузках и в профессиональном спорте. 

При динамических физических нагрузках умеренной интенсивности риск развития травм и каких-либо сердечно-сосудистых осложнений (острого инфаркта, опасной аритмии) очень низок. 

Физические нагрузки высокой интенсивности или длительности могут быть опасны, особенно для людей, ведущих сидячий образ жизни и имеющих диагностированное или скрытое сердечно-сосудистое заболевание. В этой связи не следует без каких-либо предварительных обследований участвовать в массовых забегах, любительских футбольных матчах и др. 

 ";text;;;text;;500;;;;;
